Date : 2021-12-19 18:35:33
Directory : d:\Github\_java\Java-stuff\1\N-Dimension
Total : 2108 files,  603194 codes, 265774 comments, 144093 blanks, all 1013061 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\geometry\tests\test_plane.py                                          | Python     |        217 |         15 |         33 |        265 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\geometry\tests\test_point.py                                          | Python     |        345 |         37 |         87 |        469 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\geometry\tests\test_polygon.py                                        | Python     |        512 |         59 |         90 |        661 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\geometry\tests\test_util.py                                           | Python     |        111 |         12 |         21 |        144 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\geometry\util.py                                                      | Python     |        277 |        365 |         54 |        696 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\holonomic\__init__.py                                                 | Python     |          9 |          6 |          4 |         19 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\holonomic\holonomic.py                                                | Python     |      1,623 |        758 |        513 |      2,894 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\holonomic\holonomicerrors.py                                          | Python     |         34 |          1 |         15 |         50 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\holonomic\numerical.py                                                | Python     |         70 |         12 |         28 |        110 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\holonomic\recurrence.py                                               | Python     |        199 |        101 |         65 |        365 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\holonomic\tests\__init__.py                                           | Python     |          0 |          0 |          1 |          1 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\holonomic\tests\test_holonomic.py                                     | Python     |        698 |         35 |         83 |        816 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\holonomic\tests\test_recurrence.py                                    | Python     |         20 |          4 |          5 |         29 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\__init__.py                                                 | Python     |         28 |         12 |          4 |         44 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\benchmarks\__init__.py                                      | Python     |          0 |          0 |          1 |          1 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\benchmarks\bench_integrate.py                               | Python     |         10 |          0 |         10 |         20 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\benchmarks\bench_trigintegrate.py                           | Python     |          7 |          0 |          6 |         13 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\deltafunctions.py                                           | Python     |         82 |        109 |         12 |        203 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\heurisch.py                                                 | Python     |        450 |        190 |        120 |        760 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\integrals.py                                                | Python     |        742 |        763 |        109 |      1,614 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\intpoly.py                                                  | Python     |        568 |        624 |        100 |      1,292 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\manualintegrate.py                                          | Python     |      1,263 |        183 |        226 |      1,672 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\meijerint.py                                                | Python     |      1,346 |        612 |        228 |      2,186 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\meijerint_doc.py                                            | Python     |         24 |          2 |          8 |         34 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\prde.py                                                     | Python     |        561 |        585 |        186 |      1,332 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\quadrature.py                                               | Python     |        114 |        486 |         18 |        618 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rationaltools.py                                            | Python     |        167 |        162 |         84 |        413 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rde.py                                                      | Python     |        415 |        267 |        117 |        799 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\risch.py                                                    | Python     |        817 |        816 |        228 |      1,861 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\__init__.py                                            | Python     |          0 |         92 |          1 |         93 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\constraints.py                                         | Python     |      7,020 |          4 |      4,084 |     11,108 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\parsetools\__init__.py                                 | Python     |          0 |          0 |          1 |          1 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\parsetools\generate_rules.py                           | Python     |         46 |          6 |          8 |         60 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\parsetools\generate_tests.py                           | Python     |         44 |          7 |          6 |         57 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\parsetools\parse.py                                    | Python     |        506 |        118 |         95 |        719 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\parsetools\tests\__init__.py                           | Python     |          0 |          0 |          1 |          1 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\parsetools\tests\test_parse.py                         | Python     |         83 |         23 |         22 |        128 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rubi_tests\__init__.py                                 | Python     |          0 |         10 |          1 |         11 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rubi_tests\tests\__init__.py                           | Python     |          0 |          0 |          1 |          1 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rubi_tests\tests\test_1_2.py                           | Python     |        191 |         12 |         27 |        230 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rubi_tests\tests\test_1_3.py                           | Python     |        187 |          1 |         12 |        200 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rubi_tests\tests\test_1_4.py                           | Python     |         66 |          8 |          8 |         82 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rubi_tests\tests\test_exponential.py                   | Python     |        868 |         11 |         31 |        910 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rubi_tests\tests\test_hyperbolic_sine.py               | Python     |        288 |          9 |         12 |        309 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rubi_tests\tests\test_inverse_hyperbolic_sine.py       | Python     |        282 |          1 |          5 |        288 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rubi_tests\tests\test_inverse_sine.py                  | Python     |        351 |          4 |         11 |        366 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rubi_tests\tests\test_logarithms.py                    | Python     |      1,072 |         35 |         43 |      1,150 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rubi_tests\tests\test_miscellaneous_algebra.py         | Python     |      1,511 |         33 |         46 |      1,590 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rubi_tests\tests\test_secant.py                        | Python     |        409 |          1 |          7 |        417 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rubi_tests\tests\test_sine.py                          | Python     |        664 |          2 |         13 |        679 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rubi_tests\tests\test_special_functions.py             | Python     |        245 |          0 |          6 |        251 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rubi_tests\tests\test_tangent.py                       | Python     |        465 |          7 |         17 |        489 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rubi_tests\tests\test_trinomials.py                    | Python     |      2,759 |         50 |         82 |      2,891 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rubimain.py                                            | Python     |        156 |         64 |         27 |        247 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\__init__.py                                      | Python     |          0 |          0 |          1 |          1 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\binomial_products.py                             | Python     |      1,834 |          4 |      1,189 |      3,027 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\exponential.py                                   | Python     |        608 |          4 |        340 |        952 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\hyperbolic.py                                    | Python     |      1,944 |          4 |      1,345 |      3,293 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\integrand_simplification.py                      | Python     |        315 |          4 |        136 |        455 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\inverse_hyperbolic.py                            | Python     |      2,941 |          4 |      2,029 |      4,974 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\inverse_trig.py                                  | Python     |      2,783 |          4 |      1,906 |      4,693 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\linear_products.py                               | Python     |        755 |          4 |        469 |      1,228 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\logarithms.py                                    | Python     |        899 |          4 |        523 |      1,426 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\miscellaneous_algebraic.py                       | Python     |      2,355 |          4 |      1,384 |      3,743 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\miscellaneous_integration.py                     | Python     |        856 |          4 |        334 |      1,194 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\miscellaneous_trig.py                            | Python     |      1,852 |          4 |      1,147 |      3,003 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\piecewise_linear.py                              | Python     |        370 |          4 |        115 |        489 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\quadratic_products.py                            | Python     |      2,248 |          4 |      1,540 |      3,792 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\secant.py                                        | Python     |      3,227 |          4 |      2,314 |      5,545 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\sine.py                                          | Python     |      5,166 |          4 |      3,724 |      8,894 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\special_functions.py                             | Python     |        924 |          4 |        592 |      1,520 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\tangent.py                                       | Python     |      2,229 |          4 |      1,567 |      3,800 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\rules\trinomial_products.py                            | Python     |      2,148 |          4 |      1,333 |      3,485 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\symbol.py                                              | Python     |         31 |          0 |          9 |         40 |
| d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\sympy\integrals\rubi\tests\__init__.py                                      | Python     |          0 |          0 |          1 |          1 |
